AreaName,Females_Total,LastResidence,Males_Total,Persons_Business,Persons_Education,Persons_Marriage,Persons_MoveAfterBirth,Persons_MoveWithHH,Persons_Other,Persons_Total,Persons_Work,Males_Business,Males_Education,Males_Marriage,Males_MoveAfterBirth,Males_MoveWithHH,Males_Other,Males_Work,Females_Business,Females_Education,Females_Marriage,Females_MoveAfterBirth,Females_MoveWithHH,Females_Other,Females_Work
SIKKIM,171,Odisha,431,5,6,36,6,120,66,602,363,4,2,1,4,41,43,336,1,4,35,2,79,23,27
SIKKIM,24,Chhattisgarh,29,0,1,10,1,12,7,53,22,0,0,0,0,3,6,20,0,1,10,1,9,1,2
SIKKIM,109,Madhya Pradesh,350,5,6,22,5,92,62,459,267,5,6,0,2,30,45,262,0,0,22,3,62,17,5
SIKKIM,42,Gujarat,68,1,1,9,1,28,29,110,41,1,1,0,0,11,15,40,0,0,9,1,17,14,1
SIKKIM,5,Daman & Diu,22,0,0,1,0,8,1,27,17,0,0,1,0,3,1,17,0,0,0,0,5,0,0
SIKKIM,2,Dadra & Nagar Haveli,2,0,0,1,0,1,1,4,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0
SIKKIM,115,Maharashtra,162,9,4,30,5,80,66,277,83,9,3,0,3,30,40,77,0,1,30,2,50,26,6
SIKKIM,107,Andhra Pradesh,316,3,5,20,5,78,61,423,251,3,4,0,2,25,43,239,0,1,20,3,53,18,12
SIKKIM,66,Karnataka,125,4,31,17,3,27,31,191,78,3,29,1,1,14,22,55,1,2,16,2,13,9,23
SIKKIM,12,Goa,17,0,0,0,0,11,1,29,17,0,0,0,0,3,1,13,0,0,0,0,8,0,4
SIKKIM,0,Lakshadweep,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
SIKKIM,97,Kerala,130,1,19,15,4,57,37,227,94,1,15,0,2,14,24,74,0,4,15,2,43,13,20
SIKKIM,42,Tamil Nadu,114,0,4,8,0,28,41,156,75,0,3,0,0,5,36,70,0,1,8,0,23,5,5
SIKKIM,1,Puducherry,1,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SIKKIM,17,Andaman & Nicobar Islands,67,0,9,0,0,5,63,84,7,0,5,0,0,2,53,7,0,4,0,0,3,10,0
SIKKIM,468,Other Countries,424,21,24,209,30,143,309,892,156,19,13,5,12,76,175,124,2,11,204,18,67,134,32
ARUNACHAL PRADESH,138,Jammu & Kashmir,231,28,4,11,4,132,109,369,81,26,2,1,3,45,79,75,2,2,10,1,87,30,6
ARUNACHAL PRADESH,114,Himachal Pradesh,191,13,2,17,3,75,124,305,71,12,2,3,2,24,84,64,1,0,14,1,51,40,7
ARUNACHAL PRADESH,178,Punjab,217,23,11,22,3,185,86,395,65,21,4,1,1,55,75,60,2,7,21,2,130,11,5
ARUNACHAL PRADESH,6,Chandigarh,5,1,0,0,1,3,3,11,3,0,0,0,1,0,1,3,1,0,0,0,3,2,0
ARUNACHAL PRADESH,198,Uttarakhand,252,7,5,24,4,185,133,450,92,6,3,0,1,59,100,83,1,2,24,3,126,33,9
ARUNACHAL PRADESH,209,Haryana,318,68,4,52,13,174,93,527,123,67,1,1,6,67,72,104,1,3,51,7,107,21,19
ARUNACHAL PRADESH,136,NCT of Delhi,175,20,7,22,13,96,49,311,104,20,4,1,6,29,29,86,0,3,21,7,67,20,18
ARUNACHAL PRADESH,484,Rajasthan,1014,375,20,102,27,391,225,1498,358,350,13,2,18,124,165,342,25,7,100,9,267,60,16
ARUNACHAL PRADESH,2449,Uttar Pradesh,3605,536,126,631,113,1778,945,6054,1925,485,72,7,68,593,604,1776,51,54,624,45,1185,341,149
ARUNACHAL PRADESH,7108,Bihar,11703,2737,294,2057,370,5282,2743,18811,5328,2508,196,19,219,1853,1836,5072,229,98,2038,151,3429,907,256
ARUNACHAL PRADESH,95,Sikkim,139,18,2,22,2,55,48,234,87,12,0,1,2,16,34,74,6,2,21,0,39,14,13
ARUNACHAL PRADESH,559,Nagaland,659,75,27,139,16,383,161,1218,417,67,16,3,11,169,90,303,8,11,136,5,214,71,114
ARUNACHAL PRADESH,687,Manipur,778,57,60,103,11,461,185,1465,588,41,34,4,5,168,106,420,16,26,99,6,293,79,168
ARUNACHAL PRADESH,143,Mizoram,155,10,10,23,0,108,52,298,95,10,7,0,0,40,30,68,0,3,23,0,68,22,27
ARUNACHAL PRADESH,352,Tripura,503,117,19,102,4,213,131,855,269,105,17,1,2,67,75,236,12,2,101,2,146,56,33
ARUNACHAL PRADESH,548,Meghalaya,595,29,45,125,17,307,163,1143,457,22,20,9,11,107,87,339,7,25,116,6,200,76,118
ARUNACHAL PRADESH,41539,Assam,47424,4825,731,14687,1213,21628,12292,88963,33587,4218,438,243,669,7774,6919,27163,607,293,14444,544,13854,5373,6424
ARUNACHAL PRADESH,2756,West Bengal,4210,644,66,765,112,1522,998,6966,2859,539,41,15,48,465,575,2527,105,25,750,64,1057,423,332
ARUNACHAL PRADESH,409,Jharkhand,899,32,10,76,12,251,205,1308,722,27,6,0,7,83,149,627,5,4,76,5,168,56,95
ARUNACHAL PRADESH,595,Odisha,1018,35,11,106,22,288,265,1613,886,30,7,3,13,87,173,705,5,4,103,9,201,92,181
ARUNACHAL PRADESH,65,Chhattisgarh,73,2,0,8,0,33,39,138,56,2,0,0,0,7,20,44,0,0,8,0,26,19,12
ARUNACHAL PRADESH,125,Madhya Pradesh,127,5,4,16,9,89,55,252,74,4,2,0,5,22,31,63,1,2,16,4,67,24,11
ARUNACHAL PRADESH,49,Gujarat,45,3,0,2,3,55,13,94,18,2,0,0,1,20,9,13,1,0,2,2,35,4,5
ARUNACHAL PRADESH,1,Dadra & Nagar Haveli,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ARUNACHAL PRADESH,192,Maharashtra,229,4,6,16,3,173,109,421,110,4,4,0,2,48,75,96,0,2,16,1,125,34,14
ARUNACHAL PRADESH,170,Andhra Pradesh,213,14,5,22,3,163,52,383,124,10,3,2,1,48,35,114,4,2,20,2,115,17,10
ARUNACHAL PRADESH,68,Karnataka,123,3,12,7,3,44,62,191,60,3,10,1,0,12,49,48,0,2,6,3,32,13,12
ARUNACHAL PRADESH,7,Goa,15,0,0,1,1,5,4,22,11,0,0,0,1,2,4,8,0,0,1,0,3,0,3
ARUNACHAL PRADESH,2,Lakshadweep,2,0,0,2,0,0,2,4,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
ARUNACHAL PRADESH,622,Kerala,775,32,37,110,54,285,219,1397,660,19,18,2,23,96,137,480,13,19,108,31,189,82,180
ARUNACHAL PRADESH,98,Tamil Nadu,207,4,8,9,2,71,75,305,136,3,8,0,1,16,66,113,1,0,9,1,55,9,23
ARUNACHAL PRADESH,3,Puducherry,3,0,1,0,0,0,2,6,3,0,0,0,0,0,0,3,0,1,0,0,0,2,0
ARUNACHAL PRADESH,1,Andaman & Nicobar Islands,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
ARUNACHAL PRADESH,248,Other Countries,235,14,31,58,12,140,167,483,61,9,17,1,9,61,92,46,5,14,57,3,79,75,15
NAGALAND,211,Jammu & Kashmir,164,5,8,4,2,217,126,375,13,5,4,0,2,68,72,13,0,4,4,0,149,54,0
NAGALAND,199,Himachal Pradesh,110,10,10,12,1,200,64,309,12,7,5,1,0,54,35,8,3,5,11,1,146,29,4
NAGALAND,246,Punjab,224,18,11,15,0,282,111,470,33,16,6,1,0,84,87,30,2,5,14,0,198,24,3
NAGALAND,19,Chandigarh,23,2,0,3,0,21,12,42,4,1,0,0,0,10,9,3,1,0,3,0,11,3,1
NAGALAND,456,Uttarakhand,295,6,32,10,6,513,147,751,37,4,26,0,1,159,71,34,2,6,10,5,354,76,3
NAGALAND,234,Haryana,208,42,17,44,6,233,52,442,48,39,8,0,5,81,30,45,3,9,44,1,152,22,3
NAGALAND,1,NCT of Delhi,9,0,0,0,0,1,4,10,5,0,0,0,0,1,3,5,0,0,0,0,0,1,0
NAGALAND,902,Rajasthan,1578,736,36,373,45,517,422,2480,351,709,20,9,28,194,274,344,27,16,364,17,323,148,7
NAGALAND,1754,Uttar Pradesh,2322,453,72,472,36,1327,672,4076,1044,421,39,6,20,428,419,989,32,33,466,16,899,253,55
NAGALAND,5585,Bihar,11954,2690,271,2130,234,3549,2824,17539,5841,2579,216,49,130,1291,1999,5690,111,55,2081,104,2258,825,151
NAGALAND,82,Sikkim,63,9,5,20,2,55,21,145,33,6,3,0,1,18,11,24,3,2,20,1,37,10,9
NAGALAND,419,Arunachal Pradesh,481,19,175,102,4,286,184,900,130,19,136,5,1,105,110,105,0,39,97,3,181,74,25
NAGALAND,7402,Manipur,6691,822,1020,1967,143,4324,2462,14093,3355,561,561,83,76,1689,1281,2440,261,459,1884,67,2635,1181,915
NAGALAND,224,Mizoram,162,14,64,49,1,142,46,386,70,7,42,1,0,43,15,54,7,22,48,1,99,31,16
NAGALAND,1162,Tripura,1761,478,46,540,24,516,405,2923,914,457,29,17,12,135,246,865,21,17,523,12,381,159,49
NAGALAND,845,Meghalaya,947,50,244,162,16,363,520,1792,437,40,162,13,7,140,283,302,10,82,149,9,223,237,135
NAGALAND,22246,Assam,29151,4900,565,8741,582,10850,8405,51397,17354,4544,316,260,318,3906,5030,14777,356,249,8481,264,6944,3375,2577
NAGALAND,1648,West Bengal,2098,427,78,628,53,861,576,3746,1123,389,51,12,29,278,325,1014,38,27,616,24,583,251,109
NAGALAND,442,Jharkhand,841,57,15,119,8,243,193,1283,648,49,9,3,6,81,109,584,8,6,116,2,162,84,64
NAGALAND,545,Odisha,691,50,19,180,26,337,176,1236,448,43,16,3,12,95,120,402,7,3,177,14,242,56,46
NAGALAND,76,Chhattisgarh,62,2,6,9,1,45,47,138,28,1,5,0,0,12,22,22,1,1,9,1,33,25,6
NAGALAND,153,Madhya Pradesh,141,4,3,20,7,167,51,294,42,3,3,1,5,65,29,35,1,0,19,2,102,22,7
NAGALAND,54,Gujarat,49,5,4,9,6,50,16,103,13,4,3,0,3,19,10,10,1,1,9,3,31,6,3
NAGALAND,9,Dadra & Nagar Haveli,2,0,0,0,0,6,5,11,0,0,0,0,0,0,2,0,0,0,0,0,6,3,0
NAGALAND,263,Maharashtra,235,17,41,15,5,192,131,498,97,15,28,0,1,50,75,66,2,13,15,4,142,56,31
NAGALAND,211,Andhra Pradesh,196,2,14,31,1,158,94,407,107,2,10,3,0,36,54,91,0,4,28,1,122,40,16
NAGALAND,241,Karnataka,299,33,70,15,3,125,173,540,121,17,46,3,3,48,96,86,16,24,12,0,77,77,35
NAGALAND,7,Goa,14,0,0,1,1,5,11,21,3,0,0,0,0,2,9,3,0,0,1,1,3,2,0
NAGALAND,1,Lakshadweep,5,0,0,0,0,0,6,6,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0
NAGALAND,500,Kerala,665,51,33,80,21,291,156,1165,533,43,20,0,9,92,87,414,8,13,80,12,199,69,119
NAGALAND,189,Tamil Nadu,223,12,24,26,6,117,91,412,136,12,18,1,2,33,50,107,0,6,25,4,84,41,29
NAGALAND,5,Puducherry,10,0,2,1,0,3,6,15,3,0,1,0,0,1,5,3,0,1,1,0,2,1,0
NAGALAND,11,Andaman & Nicobar Islands,4,0,1,0,1,3,6,15,4,0,0,0,1,0,1,2,0,1,0,0,3,5,2
NAGALAND,318,Other Countries,331,31,36,53,12,192,228,649,97,27,14,3,5,83,120,79,4,22,50,7,109,108,18
MANIPUR,92,Jammu & Kashmir,126,0,1,6,2,36,158,218,15,0,0,0,0,18,93,15,0,1,6,2,18,65,0
MANIPUR,75,Himachal Pradesh,61,1,0,17,6,20,85,136,7,1,0,1,2,9,43,5,0,0,16,4,11,42,2
MANIPUR,55,Punjab,47,11,3,28,3,23,25,102,9,9,2,0,2,10,16,8,2,1,28,1,13,9,1
MANIPUR,6,Chandigarh,5,0,1,1,0,1,6,11,2,0,1,0,0,0,3,1,0,0,1,0,1,3,1
MANIPUR,32,Uttarakhand,49,0,7,3,2,29,31,81,9,0,6,0,1,13,22,7,0,1,3,1,16,9,2
MANIPUR,42,Haryana,68,17,2,15,3,40,17,110,16,16,2,0,1,26,14,9,1,0,15,2,14,3,7
MANIPUR,298,NCT of Delhi,354,32,185,43,9,65,208,652,110,25,109,4,6,29,113,68,7,76,39,3,36,95,42
MANIPUR,318,Rajasthan,388,206,7,171,15,154,106,706,47,197,5,2,11,60,71,42,9,2,169,4,94,35,5
MANIPUR,318,Uttar Pradesh,535,242,14,125,13,167,186,853,106,213,14,3,8,68,131,98,29,0,122,5,99,55,8
MANIPUR,1119,Bihar,1864,831,31,410,48,641,572,2983,450,740,24,15,27,273,375,410,91,7,395,21,368,197,40
MANIPUR,134,Sikkim,154,7,2,49,0,137,65,288,28,6,1,2,0,76,46,23,1,1,47,0,61,19,5
MANIPUR,68,Arunachal Pradesh,46,2,5,35,1,36,18,114,17,2,4,0,1,14,12,13,0,1,35,0,22,6,4
MANIPUR,968,Nagaland,621,28,91,434,25,530,363,1589,118,25,55,12,15,250,183,81,3,36,422,10,280,180,37
MANIPUR,601,Mizoram,440,26,31,195,6,396,261,1041,126,16,15,7,3,190,113,96,10,16,188,3,206,148,30
MANIPUR,439,Tripura,327,54,8,237,0,293,103,766,71,44,6,15,0,142,60,60,10,2,222,0,151,43,11
MANIPUR,399,Meghalaya,371,16,146,123,13,135,251,770,86,11,90,4,9,60,141,56,5,56,119,4,75,110,30
MANIPUR,4974,Assam,2746,473,125,3369,92,1976,1059,7720,626,397,82,107,50,1015,546,549,76,43,3262,42,961,513,77
MANIPUR,299,West Bengal,339,67,7,153,7,136,165,638,103,59,6,5,5,68,112,84,8,1,148,2,68,53,19
MANIPUR,46,Jharkhand,47,8,3,18,0,11,27,93,26,7,3,1,0,3,14,19,1,0,17,0,8,13,7
MANIPUR,27,Odisha,60,9,1,7,0,21,29,87,20,8,0,0,0,7,26,19,1,1,7,0,14,3,1
MANIPUR,5,Chhattisgarh,5,1,0,4,0,2,2,10,1,1,0,1,0,0,2,1,0,0,3,0,2,0,0
MANIPUR,72,Madhya Pradesh,67,4,6,29,3,35,53,139,9,4,2,1,2,20,32,6,0,4,28,1,15,21,3
MANIPUR,15,Gujarat,25,3,8,3,1,8,9,40,8,2,7,0,0,1,8,7,1,1,3,1,7,1,1
MANIPUR,0,Dadra & Nagar Haveli,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,156,Maharashtra,130,9,41,41,3,40,95,286,57,5,20,1,2,19,50,33,4,21,40,1,21,45,24
MANIPUR,32,Andhra Pradesh,39,3,11,6,0,10,25,71,16,2,8,1,0,3,16,9,1,3,5,0,7,9,7
MANIPUR,87,Karnataka,95,2,59,6,5,8,72,182,30,1,30,0,3,6,34,21,1,29,6,2,2,38,9
MANIPUR,7,Goa,7,0,0,2,0,0,0,14,12,0,0,0,0,0,0,7,0,0,2,0,0,0,5
MANIPUR,18,Lakshadweep,27,0,0,3,2,0,36,45,4,0,0,0,0,0,23,4,0,0,3,2,0,13,0
MANIPUR,52,Kerala,66,2,8,7,0,9,30,118,62,1,7,1,0,3,22,32,1,1,6,0,6,8,30
MANIPUR,96,Tamil Nadu,107,13,37,18,4,59,41,203,31,9,20,2,2,28,26,20,4,17,16,2,31,15,11
MANIPUR,18,Andaman & Nicobar Islands,15,1,0,5,1,15,10,33,1,0,0,0,1,7,6,1,1,0,5,0,8,4,0
MANIPUR,560,Other Countries,301,14,23,323,34,136,302,861,29,10,11,7,17,78,154,24,4,12,316,17,58,148,5
MIZORAM,60,Jammu & Kashmir,53,1,0,3,1,22,79,113,7,1,0,0,0,5,42,5,0,0,3,1,17,37,2
MIZORAM,21,Himachal Pradesh,13,1,3,1,0,11,14,34,4,1,2,0,0,0,7,3,0,1,1,0,11,7,1
MIZORAM,55,Punjab,51,2,3,5,2,50,34,106,10,2,2,3,2,15,17,10,0,1,2,0,35,17,0
MIZORAM,2,Chandigarh,6,0,0,0,2,2,1,8,3,0,0,0,2,1,1,2,0,0,0,0,1,0,1
MIZORAM,79,Uttarakhand,63,2,8,6,1,70,42,142,13,2,6,2,0,14,27,12,0,2,4,1,56,15,1
MIZORAM,40,Haryana,43,2,7,2,0,25,32,83,15,2,4,0,0,6,17,14,0,3,2,0,19,15,1
MIZORAM,83,NCT of Delhi,105,2,13,6,3,57,59,188,48,1,10,2,1,24,30,37,1,3,4,2,33,29,11
MIZORAM,29,Rajasthan,75,15,5,3,2,21,27,104,31,15,2,0,2,5,20,31,0,3,3,0,16,7,0
MIZORAM,222,Uttar Pradesh,255,5,21,24,4,170,102,477,151,5,14,0,2,47,55,132,0,7,24,2,123,47,19
MIZORAM,363,Bihar,1041,69,26,114,16,255,234,1404,690,62,13,26,9,101,170,660,7,13,88,7,154,64,30
MIZORAM,22,Sikkim,21,1,6,6,1,9,11,43,9,1,1,2,0,3,5,9,0,5,4,1,6,6,0
MIZORAM,104,Arunachal Pradesh,91,1,14,22,2,85,32,195,39,1,5,3,1,35,14,32,0,9,19,1,50,18,7
MIZORAM,296,Nagaland,245,15,16,26,1,275,126,541,82,14,5,2,0,115,55,54,1,11,24,1,160,71,28
MIZORAM,5908,Manipur,6333,303,278,884,77,6268,2164,12241,2267,187,157,132,37,3035,1170,1615,116,121,752,40,3233,994,652
MIZORAM,2697,Tripura,2909,45,122,368,35,3465,975,5606,596,38,63,71,18,1747,507,465,7,59,297,17,1718,468,131
MIZORAM,1212,Meghalaya,1166,53,92,217,46,1085,357,2378,528,37,59,19,22,485,195,349,16,33,198,24,600,162,179
MIZORAM,5252,Assam,9804,667,139,1107,183,4196,2882,15056,5882,610,68,128,94,1905,1743,5256,57,71,979,89,2291,1139,626
MIZORAM,239,West Bengal,407,17,22,60,8,168,112,646,259,16,14,8,5,63,69,232,1,8,52,3,105,43,27
MIZORAM,154,Jharkhand,995,2,2,57,5,114,196,1149,773,2,1,23,2,44,163,760,0,1,34,3,70,33,13
MIZORAM,31,Odisha,34,0,0,4,1,22,12,65,26,0,0,1,0,3,9,21,0,0,3,1,19,3,5
MIZORAM,9,Chhattisgarh,7,0,0,0,0,5,5,16,6,0,0,0,0,0,2,5,0,0,0,0,5,3,1
MIZORAM,28,Madhya Pradesh,45,0,1,1,4,20,20,73,27,0,0,0,2,5,14,24,0,1,1,2,15,6,3
MIZORAM,4,Gujarat,9,0,0,0,0,4,4,13,5,0,0,0,0,1,3,5,0,0,0,0,3,1,0
MIZORAM,66,Maharashtra,59,6,10,2,2,53,28,125,24,3,6,0,0,18,14,18,3,4,2,2,35,14,6
MIZORAM,50,Andhra Pradesh,42,0,0,3,0,34,22,92,33,0,0,0,0,5,13,24,0,0,3,0,29,9,9
MIZORAM,43,Karnataka,47,0,7,1,0,30,24,90,28,0,6,1,0,9,10,21,0,1,0,0,21,14,7
MIZORAM,4,Goa,3,0,0,0,0,0,6,7,1,0,0,0,0,0,2,1,0,0,0,0,0,4,0
MIZORAM,1,Lakshadweep,3,0,0,1,0,1,2,4,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0
MIZORAM,121,Kerala,148,7,8,18,3,66,46,269,121,7,6,0,1,15,29,90,0,2,18,2,51,17,31
MIZORAM,46,Tamil Nadu,61,2,4,4,3,34,28,107,32,2,2,1,1,13,14,28,0,2,3,2,21,14,4
MIZORAM,1,Puducherry,2,0,0,1,0,0,0,3,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0
MIZORAM,0,Andaman & Nicobar Islands,2,0,0,0,1,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
MIZORAM,287,Other Countries,247,7,22,49,21,162,214,534,59,5,11,6,10,64,112,39,2,11,43,11,98,102,20
TRIPURA,135,Jammu & Kashmir,193,2,1,12,3,88,190,328,32,1,1,1,3,39,123,25,1,0,11,0,49,67,7
TRIPURA,36,Himachal Pradesh,52,1,1,8,1,19,39,88,19,1,1,1,1,7,23,18,0,0,7,0,12,16,1
TRIPURA,56,Punjab,52,0,2,9,2,58,17,108,20,0,1,0,2,21,11,17,0,1,9,0,37,6,3
TRIPURA,4,Chandigarh,10,0,0,2,0,7,2,14,3,0,0,0,0,5,2,3,0,0,2,0,2,0,0
TRIPURA,72,Uttarakhand,69,0,4,27,0,45,26,141,39,0,2,1,0,12,16,38,0,2,26,0,33,10,1
TRIPURA,45,Haryana,71,7,0,5,0,57,30,116,17,7,0,1,0,28,21,14,0,0,4,0,29,9,3
TRIPURA,121,NCT of Delhi,129,1,6,27,3,101,60,250,52,1,5,1,3,43,35,41,0,1,26,0,58,25,11
TRIPURA,229,Rajasthan,266,62,5,86,12,152,103,495,75,55,5,3,7,57,68,71,7,0,83,5,95,35,4
TRIPURA,511,Uttar Pradesh,1007,13,7,161,9,389,197,1518,742,13,6,8,6,166,139,669,0,1,153,3,223,58,73
TRIPURA,4898,Bihar,7165,210,21,505,15,3619,1419,12063,6274,180,17,27,12,1704,900,4325,30,4,478,3,1915,519,1949
TRIPURA,13,Sikkim,5,0,2,8,1,2,4,18,1,0,1,0,1,0,2,1,0,1,8,0,2,2,0
TRIPURA,190,Arunachal Pradesh,147,4,10,77,3,148,57,337,38,4,1,5,3,69,32,33,0,9,72,0,79,25,5
TRIPURA,427,Nagaland,324,12,11,200,11,331,121,751,65,11,4,6,6,160,77,60,1,7,194,5,171,44,5
TRIPURA,358,Manipur,255,12,26,179,8,170,111,613,107,11,8,10,6,83,63,74,1,18,169,2,87,48,33
TRIPURA,9167,Mizoram,9244,17,47,422,22,2822,14877,18411,204,10,34,63,8,1195,7807,127,7,13,359,14,1627,7070,77
TRIPURA,790,Meghalaya,519,19,22,415,16,440,238,1309,159,17,12,12,9,195,142,132,2,10,403,7,245,96,27
TRIPURA,19719,Assam,9704,499,192,13953,350,6524,4146,29423,3759,438,135,371,205,3140,2321,3094,61,57,13582,145,3384,1825,665
TRIPURA,2822,West Bengal,2527,183,49,1534,71,1490,960,5349,1062,166,35,46,44,656,605,975,17,14,1488,27,834,355,87
TRIPURA,6159,Jharkhand,8044,33,2,131,5,3194,1262,14203,9576,19,1,3,2,1497,717,5805,14,1,128,3,1697,545,3771
TRIPURA,141,Odisha,162,5,0,33,4,102,58,303,101,5,0,2,1,37,34,83,0,0,31,3,65,24,18
TRIPURA,29,Chhattisgarh,23,0,0,4,2,23,6,52,17,0,0,0,1,4,3,15,0,0,4,1,19,3,2
TRIPURA,82,Madhya Pradesh,79,7,2,25,3,48,43,161,33,5,1,0,2,16,29,26,2,1,25,1,32,14,7
TRIPURA,47,Gujarat,103,1,0,4,1,62,45,150,37,1,0,0,1,28,37,36,0,0,4,0,34,8,1
TRIPURA,7,Dadra & Nagar Haveli,3,0,0,6,0,1,2,10,1,0,0,0,0,1,1,1,0,0,6,0,0,1,0
TRIPURA,113,Maharashtra,147,1,9,30,4,101,55,260,60,1,5,0,2,42,41,56,0,4,30,2,59,14,4
TRIPURA,84,Andhra Pradesh,83,1,2,19,1,78,27,167,39,1,0,1,1,24,19,37,0,2,18,0,54,8,2
TRIPURA,67,Karnataka,64,1,6,12,1,53,24,131,34,1,5,2,1,15,16,24,0,1,10,0,38,8,10
TRIPURA,3,Goa,4,0,0,1,0,4,0,7,2,0,0,0,0,2,0,2,0,0,1,0,2,0,0
TRIPURA,6,Lakshadweep,10,0,0,0,0,5,8,16,3,0,0,0,0,3,7,0,0,0,0,0,2,1,3
TRIPURA,77,Kerala,79,5,1,17,4,34,37,156,58,5,1,2,2,8,25,36,0,0,15,2,26,12,22
TRIPURA,241,Tamil Nadu,166,2,4,167,11,70,101,407,52,2,2,12,7,30,65,48,0,2,155,4,40,36,4
TRIPURA,6,Puducherry,10,0,0,0,0,7,5,16,4,0,0,0,0,4,2,4,0,0,0,0,3,3,0
TRIPURA,3,Andaman & Nicobar Islands,4,0,0,1,0,4,1,7,1,0,0,0,0,2,1,1,0,0,1,0,2,0,0
TRIPURA,3211,Other Countries,1928,54,54,2093,95,1015,1442,5139,386,47,32,110,51,544,830,314,7,22,1983,44,471,612,72
MEGHALAYA,329,Jammu & Kashmir,272,6,31,30,8,258,227,601,41,5,20,5,3,79,122,38,1,11,25,5,179,105,3
MEGHALAYA,135,Himachal Pradesh,159,11,15,24,3,126,74,294,41,7,9,3,1,47,58,34,4,6,21,2,79,16,7
MEGHALAYA,541,Punjab,445,20,10,188,30,361,181,986,196,15,3,10,11,147,96,163,5,7,178,19,214,85,33
MEGHALAYA,25,Chandigarh,24,0,0,4,2,26,9,49,8,0,0,1,1,10,6,6,0,0,3,1,16,3,2
MEGHALAYA,663,Uttarakhand,528,10,21,94,10,700,262,1191,94,8,9,1,2,254,168,86,2,12,93,8,446,94,8
MEGHALAYA,285,Haryana,209,18,14,53,23,259,96,494,31,15,6,2,17,82,59,28,3,8,51,6,177,37,3
MEGHALAYA,1,NCT of Delhi,1,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
MEGHALAYA,794,Rajasthan,1107,329,42,314,111,462,285,1901,358,322,25,6,70,152,184,348,7,17,308,41,310,101,10
MEGHALAYA,1591,Uttar Pradesh,1507,199,91,492,67,1178,580,3098,491,191,54,24,36,413,333,456,8,37,468,31,765,247,35
MEGHALAYA,5568,Bihar,8544,1095,327,2908,498,2483,2496,14112,4305,1035,250,111,271,1063,1636,4178,60,77,2797,227,1420,860,127
MEGHALAYA,64,Sikkim,81,13,13,30,0,34,23,145,32,10,11,9,0,11,12,28,3,2,21,0,23,11,4
MEGHALAYA,411,Arunachal Pradesh,613,6,239,89,14,257,114,1024,305,3,150,10,7,100,66,277,3,89,79,7,157,48,28
MEGHALAYA,856,Nagaland,896,20,498,193,19,419,297,1752,306,12,286,32,11,169,153,233,8,212,161,8,250,144,73
MEGHALAYA,3233,Manipur,3103,105,1371,514,82,1931,1108,6336,1225,65,838,69,34,696,573,828,40,533,445,48,1235,535,397
MEGHALAYA,1177,Mizoram,950,33,450,211,34,674,385,2127,340,13,243,14,17,224,178,261,20,207,197,17,450,207,79
MEGHALAYA,1218,Tripura,1650,202,166,653,79,450,412,2868,906,198,111,54,36,160,236,855,4,55,599,43,290,176,51
MEGHALAYA,33274,Assam,27748,2283,1237,21980,963,14255,10510,61022,9794,2088,748,3878,526,6787,5504,8217,195,489,18102,437,7468,5006,1577
MEGHALAYA,2911,West Bengal,2581,412,102,1642,208,1138,854,5492,1136,380,67,142,109,400,456,1027,32,35,1500,99,738,398,109
MEGHALAYA,259,Jharkhand,285,6,41,77,17,139,116,544,148,5,31,7,10,60,54,118,1,10,70,7,79,62,30
MEGHALAYA,253,Odisha,272,8,35,60,11,186,89,525,136,8,19,11,5,50,56,123,0,16,49,6,136,33,13
MEGHALAYA,33,Chhattisgarh,29,0,10,15,1,16,6,62,14,0,10,1,1,5,2,10,0,0,14,0,11,4,4
MEGHALAYA,224,Madhya Pradesh,181,5,12,32,12,215,79,405,50,4,8,0,6,73,43,47,1,4,32,6,142,36,3
MEGHALAYA,116,Gujarat,100,0,16,15,3,114,50,216,18,0,13,0,0,47,25,15,0,3,15,3,67,25,3
MEGHALAYA,7,Dadra & Nagar Haveli,9,0,0,0,0,6,10,16,0,0,0,0,0,2,7,0,0,0,0,0,4,3,0
MEGHALAYA,377,Maharashtra,258,4,16,67,14,330,111,635,93,3,9,4,10,100,54,78,1,7,63,4,230,57,15
MEGHALAYA,215,Andhra Pradesh,169,1,23,46,3,169,70,384,72,1,17,3,1,49,37,61,0,6,43,2,120,33,11
MEGHALAYA,248,Karnataka,202,11,39,41,8,195,101,450,55,8,23,4,2,72,56,37,3,16,37,6,123,45,18
