AreaName,LastResidence,Persons_Total,Males_Total,Females_Total,Persons_Work,Males_Work,Females_Work,Persons_Business,Males_Business,Females_Business,Persons_Education,Males_Education,Females_Education,Persons_Marriage,Males_Marriage,Females_Marriage,Persons_MoveAfterBirth,Males_MoveAfterBirth,Females_MoveAfterBirth,Persons_MoveWithHH,Males_MoveWithHH,Females_MoveWithHH,Persons_Other,Males_Other,Females_Other
TAMIL NADU,Andhra Pradesh,286427,116838,169589,44312,35947,8365,2152,1558,594,13061,9277,3784,81506,4634,76872,18523,10228,8295,58936,24373,34563,67937,30821,37116
TAMIL NADU,Karnataka,289302,108083,181219,38357,30602,7755,1873,1360,513,3836,2337,1499,96259,5053,91206,29426,16309,13117,65059,27795,37264,54492,24627,29865
TAMIL NADU,Goa,1689,864,825,364,308,56,7,5,2,118,78,40,179,15,164,77,44,33,617,246,371,327,168,159
TAMIL NADU,Lakshadweep,81,52,29,11,9,2,0,0,0,19,18,1,9,3,6,3,3,0,15,6,9,24,13,11
TAMIL NADU,Kerala,447701,188708,258993,77955,62884,15071,3597,2700,897,20300,11633,8667,117941,7260,110681,41120,22522,18598,99152,40269,58883,87636,41440,46196
TAMIL NADU,Puducherry,252312,105367,146945,10732,8727,2005,559,353,206,2124,1207,917,58234,2778,55456,94018,51078,42940,27127,12320,14807,59518,28904,30614
TAMIL NADU,Andaman & Nicobar Islands,6235,2900,3335,750,611,139,37,22,15,439,245,194,974,54,920,393,218,175,2344,1094,1250,1298,656,642
TAMIL NADU,Other Countries,43598,20992,22606,5509,4330,1179,212,146,66,1034,647,387,7108,472,6636,5158,2854,2304,10018,4691,5327,14559,7852,6707
PUDUCHERRY,Jammu & Kashmir,163,104,59,22,21,1,4,4,0,1,0,1,9,3,6,12,8,4,32,16,16,83,52,31
PUDUCHERRY,Himachal Pradesh,36,16,20,12,8,4,0,0,0,1,1,0,4,0,4,1,1,0,11,4,7,7,2,5
PUDUCHERRY,Punjab,169,88,81,37,31,6,1,1,0,5,3,2,4,1,3,3,2,1,89,28,61,30,22,8
PUDUCHERRY,Chandigarh,30,15,15,6,5,1,0,0,0,0,0,0,1,0,1,0,0,0,14,5,9,9,5,4
PUDUCHERRY,Uttarakhand,51,30,21,21,17,4,0,0,0,1,0,1,4,0,4,0,0,0,19,9,10,6,4,2
PUDUCHERRY,Haryana,130,62,68,27,25,2,3,1,2,5,1,4,7,0,7,6,3,3,59,19,40,23,13,10
PUDUCHERRY,NCT of Delhi,802,415,387,200,162,38,8,8,0,19,9,10,62,6,56,19,12,7,368,147,221,126,71,55
PUDUCHERRY,Rajasthan,1267,685,582,222,205,17,115,108,7,16,8,8,167,13,154,63,36,27,459,185,274,225,130,95
PUDUCHERRY,Uttar Pradesh,907,502,405,249,229,20,11,8,3,38,28,10,55,7,48,34,18,16,399,141,258,121,71,50
PUDUCHERRY,Bihar,680,382,298,175,163,12,2,2,0,22,18,4,38,3,35,25,13,12,310,118,192,108,65,43
PUDUCHERRY,Sikkim,22,13,9,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,15,7,8,4,3,1
PUDUCHERRY,Arunachal Pradesh,19,8,11,6,6,0,0,0,0,4,0,4,0,0,0,0,0,0,8,2,6,1,0,1
PUDUCHERRY,Nagaland,14,7,7,5,5,0,0,0,0,2,1,1,1,0,1,0,0,0,5,1,4,1,0,1
PUDUCHERRY,Manipur,36,19,17,3,3,0,0,0,0,15,8,7,0,0,0,0,0,0,15,7,8,3,1,2
PUDUCHERRY,Mizoram,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,Tripura,33,21,12,10,9,1,0,0,0,9,7,2,0,0,0,0,0,0,10,4,6,4,1,3
PUDUCHERRY,Meghalaya,23,10,13,10,7,3,0,0,0,1,0,1,1,0,1,0,0,0,10,3,7,1,0,1
PUDUCHERRY,Assam,283,153,130,86,72,14,4,2,2,17,9,8,23,1,22,8,5,3,108,40,68,37,24,13
PUDUCHERRY,West Bengal,1202,611,591,282,239,43,13,8,5,53,21,32,98,9,89,36,19,17,334,125,209,386,190,196
PUDUCHERRY,Jharkhand,123,62,61,21,19,2,1,1,0,6,4,2,14,2,12,7,1,6,49,23,26,25,12,13
PUDUCHERRY,Odisha,1753,986,767,629,552,77,14,11,3,21,8,13,123,9,114,40,19,21,486,171,315,440,216,224
PUDUCHERRY,Chhattisgarh,28,12,16,3,2,1,0,0,0,0,0,0,8,0,8,2,2,0,9,4,5,6,4,2
PUDUCHERRY,Madhya Pradesh,253,123,130,34,32,2,2,2,0,25,15,10,33,3,30,11,2,9,116,52,64,32,17,15
PUDUCHERRY,Gujarat,2102,1079,1023,343,307,36,23,14,9,41,29,12,252,24,228,91,58,33,991,430,561,361,217,144
PUDUCHERRY,Daman & Diu,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,0,1
PUDUCHERRY,Maharashtra,2037,976,1061,364,314,50,19,16,3,37,18,19,249,22,227,107,63,44,843,320,523,418,223,195
PUDUCHERRY,Andhra Pradesh,32330,14543,17787,6008,5204,804,340,282,58,534,347,187,6279,765,5514,1859,1042,817,11545,3790,7755,5765,3113,2652
PUDUCHERRY,Karnataka,2978,1347,1631,591,494,97,36,27,9,64,31,33,560,51,509,174,83,91,1101,406,695,452,255,197
PUDUCHERRY,Goa,91,49,42,25,21,4,0,0,0,3,2,1,5,1,4,3,2,1,45,17,28,10,6,4
PUDUCHERRY,Lakshadweep,8,3,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0
PUDUCHERRY,Kerala,21345,8559,12786,1292,923,369,112,81,31,424,180,244,5576,807,4769,5355,2774,2581,5056,2091,2965,3530,1703,1827
PUDUCHERRY,Tamil Nadu,270900,105284,165616,40250,34477,5773,2781,1988,793,3540,2151,1389,105952,14379,91573,13509,7813,5696,72185,28903,43282,32683,15573,17110
PUDUCHERRY,Andaman & Nicobar Islands,146,61,85,23,15,8,2,2,0,17,8,9,15,0,15,2,0,2,68,28,40,19,8,11
PUDUCHERRY,Other Countries,1992,982,1010,212,167,45,17,11,6,32,18,14,141,19,122,166,87,79,695,318,377,729,362,367
ANDAMAN & NICOBAR ISLANDS,Jammu & Kashmir,100,49,51,16,16,0,3,3,0,0,0,0,5,0,5,1,0,1,39,12,27,36,18,18
ANDAMAN & NICOBAR ISLANDS,Himachal Pradesh,55,26,29,15,13,2,0,0,0,0,0,0,5,1,4,2,1,1,23,5,18,10,6,4
ANDAMAN & NICOBAR ISLANDS,Punjab,429,200,229,83,73,10,16,13,3,2,1,1,68,0,68,10,6,4,177,65,112,73,42,31
ANDAMAN & NICOBAR ISLANDS,Chandigarh,53,33,20,17,17,0,0,0,0,0,0,0,7,0,7,2,2,0,24,11,13,3,3,0
ANDAMAN & NICOBAR ISLANDS,Uttarakhand,255,117,138,32,28,4,3,2,1,1,1,0,32,0,32,6,4,2,147,58,89,34,24,10
ANDAMAN & NICOBAR ISLANDS,Haryana,278,104,174,38,34,4,3,3,0,3,1,2,9,0,9,7,2,5,189,48,141,29,16,13
ANDAMAN & NICOBAR ISLANDS,NCT of Delhi,437,228,209,118,105,13,22,18,4,5,3,2,34,1,33,13,11,2,196,65,131,49,25,24
ANDAMAN & NICOBAR ISLANDS,Rajasthan,257,138,119,61,57,4,19,19,0,3,0,3,20,1,19,5,2,3,117,38,79,32,21,11
ANDAMAN & NICOBAR ISLANDS,Uttar Pradesh,3114,1591,1523,761,719,42,120,113,7,41,25,16,618,11,607,57,33,24,965,350,615,552,340,212
ANDAMAN & NICOBAR ISLANDS,Bihar,1779,1053,726,646,624,22,57,52,5,14,13,1,319,5,314,37,21,16,463,182,281,243,156,87
ANDAMAN & NICOBAR ISLANDS,Sikkim,13,9,4,5,5,0,1,1,0,2,1,1,0,0,0,0,0,0,3,2,1,2,0,2
ANDAMAN & NICOBAR ISLANDS,Arunachal Pradesh,18,9,9,5,5,0,0,0,0,2,1,1,1,0,1,0,0,0,7,2,5,3,1,2
ANDAMAN & NICOBAR ISLANDS,Nagaland,24,15,9,9,9,0,0,0,0,0,0,0,2,0,2,0,0,0,9,4,5,4,2,2
ANDAMAN & NICOBAR ISLANDS,Manipur,20,12,8,6,6,0,0,0,0,0,0,0,3,0,3,0,0,0,7,2,5,4,4,0
ANDAMAN & NICOBAR ISLANDS,Mizoram,10,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,2,2
ANDAMAN & NICOBAR ISLANDS,Tripura,77,64,13,40,40,0,0,0,0,1,0,1,3,0,3,0,0,0,11,3,8,22,21,1
ANDAMAN & NICOBAR ISLANDS,Meghalaya,21,9,12,3,3,0,0,0,0,2,1,1,1,0,1,0,0,0,12,4,8,3,1,2
ANDAMAN & NICOBAR ISLANDS,Assam,459,281,178,142,138,4,4,3,1,7,6,1,59,2,57,8,4,4,169,74,95,70,54,16
ANDAMAN & NICOBAR ISLANDS,West Bengal,20998,13391,7607,8676,8308,368,703,671,32,95,56,39,2529,39,2490,347,190,157,6047,2328,3719,2601,1799,802
ANDAMAN & NICOBAR ISLANDS,Jharkhand,7612,4292,3320,3074,2957,117,11,9,2,42,30,12,1869,36,1833,68,43,25,1518,529,989,1030,688,342
ANDAMAN & NICOBAR ISLANDS,Odisha,1244,705,539,444,431,13,14,12,2,8,6,2,201,4,197,24,12,12,398,137,261,155,103,52
ANDAMAN & NICOBAR ISLANDS,Chhattisgarh,2600,1419,1181,820,787,33,4,2,2,12,8,4,508,7,501,28,20,8,861,337,524,367,258,109
ANDAMAN & NICOBAR ISLANDS,Madhya Pradesh,648,343,305,147,134,13,5,5,0,10,6,4,99,1,98,15,10,5,249,96,153,123,91,32
ANDAMAN & NICOBAR ISLANDS,Gujarat,254,124,130,38,37,1,8,7,1,4,4,0,29,1,28,4,1,3,139,51,88,32,23,9
ANDAMAN & NICOBAR ISLANDS,Daman & Diu,11,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,0,0,0
ANDAMAN & NICOBAR ISLANDS,Dadra & Nagar Haveli,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ANDAMAN & NICOBAR ISLANDS,Maharashtra,1052,485,567,172,159,13,24,20,4,13,7,6,61,2,59,24,20,4,656,215,441,102,62,40
ANDAMAN & NICOBAR ISLANDS,Andhra Pradesh,15681,7733,7948,4861,4590,271,119,111,8,90,69,21,4191,89,4102,506,282,224,3924,1435,2489,1990,1157,833
ANDAMAN & NICOBAR ISLANDS,Karnataka,493,259,234,130,116,14,10,10,0,47,27,20,51,2,49,17,7,10,180,63,117,58,34,24
ANDAMAN & NICOBAR ISLANDS,Goa,212,103,109,34,31,3,0,0,0,2,2,0,2,0,2,3,2,1,151,53,98,20,15,5
ANDAMAN & NICOBAR ISLANDS,Lakshadweep,21,15,6,12,11,1,0,0,0,1,1,0,0,0,0,0,0,0,8,3,5,0,0,0
ANDAMAN & NICOBAR ISLANDS,Kerala,4829,2283,2546,1443,1302,141,165,158,7,55,34,21,1178,18,1160,212,110,102,1209,356,853,567,305,262
ANDAMAN & NICOBAR ISLANDS,Tamil Nadu,18136,9353,8783,5855,5533,322,707,680,27,210,145,65,5157,119,5038,610,313,297,2986,954,2032,2611,1609,1002
ANDAMAN & NICOBAR ISLANDS,Puducherry,76,42,34,18,14,4,4,3,1,9,7,2,10,1,9,4,1,3,16,7,9,15,9,6
ANDAMAN & NICOBAR ISLANDS,Other Countries,274,143,131,32,28,4,5,4,1,5,3,2,32,1,31,17,6,11,74,35,39,109,66,43
